,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
131,10010,4,23,17,0.934513437,2.636363636,1.896551724,2.583395943,17,0
132,1101,4,24,0,0.944911183,2,2.5,0,22,0
133,10011,4,10,8,0.77151675,7.555555556,0.794117647,4.21399177,3,0
134,100,4,24,0,0.944911183,2,2.5,0,22,0
135,10110,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
136,1000,4,27,15,0.777244871,2.692307692,1.857142857,0.423987255,23,0
137,10111,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
138,1100,4,24,0,0.944911183,2,2.5,0,22,0
139,11010,4,11,8,0.784464541,6.8,1.029411765,6.128,4,0
140,11011,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
141,10100,4,24,0,0.944911183,2,2.5,0,22,0
142,11110,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
143,11000,4,24,0,0.948683298,2,2.5,0,22,0
144,10101,4,24,0,0.944911183,2,2.5,0,22,0
145,11111,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
146,10,5,18,18,0.943957329,3.352941176,1.789473684,4.690413189,12,0
147,11001,4,24,0,0.948683298,2,2.5,0,22,0
148,11,5,10,8,0.77151675,7.555555556,0.794117647,4.21399177,3,0
149,110,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
150,10001,4,98,86,0.23284794,1.93814433,2.579787234,0.852894739,94,0
151,1,5,128,87,0.378099533,1.834645669,3.270386266,0.669206882,122,0
152,11100,4,24,0,0.944911183,2,2.5,0,22,0
153,111,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
154,1010,5,11,8,0.784464541,6.8,1.029411765,6.128,4,0
155,1011,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
156,1001,5,25,22,0.786318339,2.916666667,2.057142857,0.77025463,22,0
157,1110,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
158,11101,4,24,0,0.944911183,2,2.5,0,22,0
159,100,5,23,0,1,2,3,0,21,0
160,101,5,23,0,1,2,3,0,21,0
161,1000,5,25,22,0.786318339,2.916666667,2.057142857,0.77025463,22,0
162,10010,5,18,18,0.943957329,3.352941176,1.789473684,4.690413189,12,0
163,10011,5,10,8,0.77151675,7.555555556,0.794117647,4.21399177,3,0
164,1111,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
165,1100,5,23,0,1,2,3,0,21,0
166,1101,5,23,0,1,2,3,0,21,0
167,10110,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
168,10111,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
169,11010,5,11,8,0.784464541,6.8,1.029411765,6.128,4,0
170,11011,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
171,11001,5,23,0,1,2,3,0,21,0
172,10101,5,23,0,1,2,3,0,21,0
173,10100,5,23,0,1,2,3,0,21,0
174,10000,1,195,0,0.554700196,1,2,0,193,0
175,10001,5,95,87,0.258578378,1.989361702,3.016042781,0.947597112,91,0
176,11110,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
177,11000,5,23,0,1,2,3,0,21,0
178,11111,5,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
179,11101,5,23,0,1,2,3,0,21,0
180,11100,5,23,0,1,2,3,0,21,0
181,10000,0,196,0,0.242535625,1,1,0,194,0
182,10000,2,194,0,0.832050294,1,3,0,192,0
183,10000,3,193,0,0.9701425,1,4,0,191,0
184,10000,4,192,0,1,1,5,0,190,0
185,10000,5,188,0,1,1,6,0,186,0
